no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
S1534,PT. SINTESA KREASI YUDHA,SKYNETWORK,Corporate,-,SKYNETWORK.WEB.ID,Jl. Karya Kita No. 89,BANSIR DARAT,PONTIANAK TENGGARA,PONTIANAK,KALIMANTAN BARAT,78124,+628962144133,+62561
S1535,DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK KOTA DENPASAR,DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK KOTA DENPASAR,Goverment,-,DENPASARKOTA.GO.ID,Jl. Majapahit No. 1 Denpasar,DAUH PURI KAJA,DENPASAR UTARA,DENPASAR,BALI,80111,0361431229,0361431229
0947,PT. STARCOM TECHNOLOGY INDONESIA,STARCOM,Keanggotaan Penyelenggara,ISP,STARCOMINDO.COM,Komplek Green land Blok. J No. 08 Batam center,Teluk tering,Batam kota,BATAM,KEPULAUAN RIAU,29461,07784807196,07784807197
S1537,UNIVERSITAS ADVENT INDONESIA,UNAI,Education,-,UNAI.EDU,Jl. Kol Masturi 288,CIHANJUANG RAHAYU,PARONGPONG,KAB. BANDUNG BARAT,JAWA BARAT,40559,085720080855,-
S1539,PT. SUMBERSOLUSINDO HITECH,SSH,Corporate,-,SUMBERSOLUSINDO.CO.ID,"Komplek Jembatan Lima Indah 15 E / 20
Jl. K. H. Moch Mansyur",DURI PULO,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10140,(021) 6306807,(021) 6316168
S1540,PT. SASANA TEKNOLOGI INDONESIA,SATEKI,Corporate,-,SASANATEK.ID,"Graha213, Jl. Gegerkalong Hilir No. 213",GEGERKALONG,SUKASARI,BANDUNG,JAWA BARAT,40153,0222008967,0222008967
S1541,PT. REGISTRASI NAMA DOMAIN,DAFTARNAMA,Corporate,-,DAFTARNAMA.ID,"Gedung Cyber Lantai 10, Jalan Kuningan Barat No. 8",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,62 21 5269311,62 21 5269312
S1542,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN BOLAANG MONGONDOW,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN BOLAANG MONGONDOW,QQ,-,BOLMONGKAB.GO.ID,Jalan Trans Sulawesi,LALOW,LOLAK,KAB. BOLAANG MONGONDOW,SULAWESI UTARA,95752,082125432734,-
S1543,PT. BERLIAN SISTEM INFORMASI,PT BERLIAN SISTEM INFORMASI,Corporate,-,BSI.CO.ID,"KTB Annex Building Lantai 4, Jl. Jendral A. Yani, Pulomas, RT. 6 / RW. 11",KAYU PUTIH,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,13210,(021) 4786 7575,(021) 4714 964
S1544,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN NATUNA,DISKOMINFOKAB - NATUNA,Goverment,-,NATUNAKAB.GO.ID,"Gedung B Lt. 2, Jalan Bukit Arai, Sisir",Ranai Kota,Bunguran Timur,KAB. NATUNA,KEPULAUAN RIAU,29777,077331446,077331447
0823,PT. GARIS WAKTU KITA,GARIS WAKTU KITA,Keanggotaan Penyelenggara,ISP,GWK.NET.ID,"Perumahan Demang Mulya D-12
Kelurahan Kebonsari, Kecamatan Sumbersari
Jember, Jawa Timur, 68122",Kebonsari,Sumbersari,KAB. JEMBER,JAWA TIMUR,68122,+62817116533,+62
S1546,PEMERINTAH KABUPATEN SAMOSIR,SAMOSIR,Goverment,-,SAMOSIRKAB.GO.ID,"Jl. Rianiate Km. 5,5",RIANIATE,PANGURURAN,KAB. SAMOSIR,SUMATERA UTARA,22392,-,-
762,PT. BUROQ SARANA INFORMATIKA,BUROQNET,Keanggotaan Penyelenggara,ISP,BUROQNET.ID,Dusun Kalidawir 001/007,KALIDAWIR,KALIDAWIR,KAB. TULUNGAGUNG,JAWA TIMUR,66281,+6282231307760,+62
S1547,PT. AHZA JAYA MULIA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,AHZAWEB.COM,Jl. Bundo Kandung Perumahan Arengka Lestari Blok. A No. 5-C Rt. 002 / Rw. 009,LABUH BARU BARAT,PAYUNG SEKAKI,PEKANBARU,RIAU,28292,082383073187,082383073187
S1548,PT. ENINDO ORBITAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ENINDOHOST.COM,The Belleze Office Tower Lt. 7 Unit 1 Jl. Letjen Soepeno No. 34 Arteri Permata Hijau,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,02125675602,-
S1549,PT. MITRA KREATIF GEMILANG,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,KREATIFHOSTING.COM,Wisma Daria LT. 4 Suite 404 Jl. Iskandarsyah Raya No. 7 Melawai,MELAWAI,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12160,021-7258059,-
S1550,PT. PELAYANAN SEKURITI NUSANTARA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PSNHOSTING.COM,MTC Blok I No. 10 Jl. Soekarno Hatta No. 590,SEKEJATI,BUAHBATU,BANDUNG,JAWA BARAT,40286,0227536468,-
S1551,PT. EBDESK TEKNOLOGI,EBDESK,QQ,-,EBDESK.COM,"Gedung Menara Sudirman, Lt. 19 Lot. A 
Jl. Jend. Sudirman Kav. 60",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,021-3970 3970,021-3970 3970
S1552,CV. CIPTATAMA ABADI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,CIPTATAMAHOST.COM,"Jl. Yuka LRG Bidan Perum Alam Segar I, Rt. 012",PAAL MERAH,PAAL MERAH,JAMBI,JAMBI,36139,085280673636,-
S1553,PT. RIANDA USAHA MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,RIANDAHOSTING.COM,Jl. Rajawali No. 86 F,KAMPUNG MELAYU,SUKAJADI,PEKANBARU,RIAU,28124,0815376907625,-
S1554,PT. GLOBAL MITRA PROTEKSINDO,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PROTEKSINDOWEB.COM,Jl. Cadas AMD Manunggal No.99 Rt.007 Rw.006,LEBAK WANGI,SEPATAN TIMUR,KAB. TANGERANG,BANTEN,15521,02159371000,02159373072
763,PT. JAVA UNITED SERVICES,JAVA UNITED SERVICES,Keanggotaan Penyelenggara,ISP,JAVAUNITED.CO.ID,"Ruko Grand Serpong 2 Blok A No 10, Ciater",SERUA,CIPUTAT,TANGERANG SELATAN,BANTEN,15414,02129431664,02129431664
S1555,PT. YABISA ANUGERAH SEJATI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,YASHOSTING.COM,"Gedung Pembina Graha Blok. 2 Ruang 209, Jl. D I Panjaitan No. 45 Rt. 017 / Rw. 006",RAWA BUNGA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13350,02185914074,02122807082
S1556,PT. WEBINDOMEDIA LINTAS DATA,WEBINDOMEDIA,Corporate,-,WWW.WEBINDOMEDIA.ID,"Gedung Masindo lt. 3
Jalan Mampang Prapatan No. 73A0",MAMPANG PRAPATAN,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12910,+62217989323,+62212912211
S1557,PEMERINTAH KABUPATEN WONOGIRI,PEMKAB WONOGIRI,QQ,-,WONOGIRIKAB.GO.ID,Jl Kabupaten No 4,GIRIPURWO,WONOGIRI,KAB. WONOGIRI,JAWA TENGAH,57612,0273-321002,0273-321002
S1558,PT. BANGUN KARUNIA PRIMA LANGGENG,BANGUN KARUNIA,Corporate,-,BANGUNKARUNIA.ID,"Plaza Duta Merlin Lantai 38 B, Jalan Gajah Mada Nomor 3-5, RT. 001 / RW. 006",PETOJO UTARA,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10130,021-63867676,021-62307360
S1559,PT. GRAHA KARYA INTI,GRAHA KARYA INTI,Corporate,-,GRAHAKARYAINTI.ID,"Jl. Mangga Dua Raya, Gedung Harco Elektronik Mangga Dua Lt. IV",MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA PUSAT,DKI JAKARTA,10730,021-6127122,021-6129711
S1560,PT. DEWA BISNIS DIGITAL,DEWA BISNIS DIGITAL,QQ,-,DEWABIZ.COM,JALAN TGK WAHAB DAHLAWI NO. 94,PAYA PUNTEUT,MUARA DUA,LHOKSEUMAWE,ACEH,24352,081210018050,-
S1561,DIREKTORAT JENDERAL KEKAYAAN INTELEKTUAL KEMENTERIAN HUKUM DAN HAM REPUBLIK INDONESIA,DJKI KEMENKUMHAM,Goverment,-,DGIP.GO.ID,"Sekretariat Direktorat Jenderal Kekayaan Intelektual, Gedung Ex. Sentra Mulia, Lantai 18, Jl. HR Rasuna Said Kav. 8-9",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12940,02157905616,02157905616
S1562,PT. GRAHA FATTA,GRAHA FATTA,Corporate,-,GRAHA FATTA,Wisma Sentosa - Jl. Sultan Iskandar Muda Kav. 30,KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12240,+62 21 729 1368,+62 21 729 1368
S1563,PT. HERZA DIGITAL INDONESIA,HERZA.ID,Corporate,-,HERZA.ID,"EightyEight @Kasablanka, Tower A, Lt. 12
Jl. Kasablanka Raya Kav. 88",MENTENG DALAM,TEBET,JAKARTA SELATAN,DKI JAKARTA,12870,021-50515111,021-50106321
S1564,PT. ARMICO INTI MEDIKA,ARMICO,QQ,-,ARMICO.ID,"Jl. Bedugul Blok 1 A No. 3, RT. 008 / RW. 012",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,02154380708,02154380708
S1565,PT. DANUREKSA SARANA CIPTA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,SARANAHOSTER.MY.ID,"Jl. Tebet Raya No. 66 B, Lt. 2, RT. 002 / RW. 004",TEBET TIMUR,TEBET,JAKARTA SELATAN,DKI JAKARTA,12820,081213560877,-
S1566,PT. LUMBUNG RAYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,LRHOSTER.MY.ID,Jl. Radin Inten II No. 80,DUREN SAWIT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13440,081284494228,081284494228
S1567,PT. MUMA TORA SEJAHTERA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MTSHOSTER.MY.ID,"Jl. Peta Timur Utan Jati KDD11, No. 40, RT. 005 / RW. 006",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,087748448422,087748448422
S1568,CV. JIEL ANUGRAH ADHITAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ADHIATAMAHOSTER.MY.ID,"Wisma Marks, Jl.Masjid Al Khoir,Jl.Renggali II,R2,No.88B",CIPAYUNG,CILANGKAP,JAKARTA TIMUR,DKI JAKARTA,13750,081296949038,081296949038
S1569,CV. ANDRY MEGAH UTAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,AMUHOSTER.MY.ID,"Ruko Cibubur Indah,Jl.Lapangan Tembak F13,No.11,RT.002/RW.011",CIRACAS,CIBUBUR,JAKARTA TIMUR,DKI JAKARTA,13720,081218622972,081218622972
S1570,CV. PUTRI RAMA AGUNG REJEKI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,RAJAREJEKIHOSTER.MY.ID,"WISMA MARK-S 88 A - JL. MASJID AL-KHOIR, RT. 007 / 03",CILANGKAP,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13870,085714195651,085714195651
S1571,PT. TAVIA BELVA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,BELVAHOSTER.MY.ID,"Jl.Igusti Ngurah Rai,Blok B3,RT.008/RW.006",DUREN SAWIT,KLENDER,JAKARTA TIMUR,DKI JAKARTA,13440,081289333631,081289333631
766,PT. PANDU PALAPA TELEMATIKA,PAPATEL,Keanggotaan Penyelenggara,ISP,PAPATEL.CO.ID,Graha Nendali Blok I-15,NENDALI,SENTANI TIMUR,KAB. JAYAPURA,PAPUA,99359,4113001000,-
S1572,PENGADILAN TINGGI AGAMA JAWA BARAT,PENGADILAN TINGGI AGAMA,QQ,-,WWW.PTA-BANDUNG.COM,Jl. Soekarno Hatta no. 714 Gedebage Bandung,BABAKAN PENGHULU,CINAMBO,BANDUNG,JAWA BARAT,40295,022-7810365,022-7810349
1157,PT. MEDIA MANAKARRA NET,MANAKARRANET,Keanggotaan Penyelenggara,ISP,MANAKARRA.NET,Jl. Hapati Hasan No. 20,KAREMA,MAMUJU,KAB. MAMUJU,SULAWESI BARAT,91515,04262324563,04262324563
S1573,PT. FENARINDO SIANTAR,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,FENARINDOHOSTER.MY.ID,"Cipinang Indah Raya, Gd. Komando Virtual Office No. 1, RT. 001 / RW. 013",CIPINANG MUARA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13420,085711228005,085711228005
S1574,PT. LIKO ARMADA BIMA SAKTI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,BIMASAKTIHOSTER.MY.ID,"Jl. Peta Selatan Ruko Citi Square Business Park Blok. A, No. 56",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,08119161030,08119161030
768,PT. PROXI JARINGAN NUSANTARA,PROXINET,Keanggotaan Penyelenggara,ISP,PROXINET.CO.ID,Ruko Niaga Mas Blok. B1 No. 7,Belian,Batam Kota,BATAM,KEPULAUAN RIAU,29464,+628116931317,+62778472600
S1575,PT. SANTANA ADI DAYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,FEROSSAHOSTER.MY.ID,"JL. Matraman Raya No. 67, Rt. 008, Rw. 005",PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,085711228006,085711228006
769,PT. ALGA JAYA SOLUSI,ALGA JAYA SOLUSI,Keanggotaan Penyelenggara,ISP,ALGANET.ID,Jl. Kali Putih No 25,TANGKERANG UTARA,BUKIT RAYA,PEKANBARU,RIAU,28125,+6281378232414,-
S1576,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN LIMA PULUH KOTA,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN LIMA PULUH KOTA,Goverment,-,LIMAPULUHKOTAKAB.GO.ID,Jl. Sultan Hasanuddin No. 30,IBUAH,PAYAKUMBUH BARAT,PAYAKUMBUH,SUMATERA BARAT,26229,+62,+62
S1577,PT. PRINCETON DIGITAL GROUP DATA CENTRES,PDG DATA CENTER,Corporate,-,WWW.PRINCETONDG.COM,"Ciputra World One
DBS Bank Tower, 28th Floor
Jl. Prof. Dr. Satrio Kav. 3-5
Jakarta 12940, Indonesia",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12940,+62 (21) 2988 8200,+62 (21) 2988 8201
S1578,UNIVERSITAS PARAMADINA,UNIVERSITAS PARAMADINA,QQ,-,WWW.PARAMADINA.AC.ID,"Jl. Gatot Subroto No. Kav. 97, RT. 4 / RW. 4",MAMPANG PRAPATAN,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,021-79181188,+6221-7993375
770,PT. KAWAN INFORMATIKA TEKNOLOGI ABADI,KITANET,Keanggotaan Penyelenggara,ISP,KITANET.ID,"Bellezza BSA 1st Floor SA1-06
Jl. Letjen Soepeno, Permata Hijau",GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,02139706262,02139706262
S1579,PT. GHRAHA TRIMITRA SELARAS,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,GHRAHAWEB.COM,Jl. Iskandarsyah Raya No. 7 Wisma Daria Lt. 4,MELAWAI,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12160,021-7251278,-
S1580,PEMERINTAH KABUPATEN KLUNGKUNG PROVINSI BALI,KOMINFO PEMKAB KLUNGKUNG,Goverment,-,KLUNGKUNGKAB.GO.ID,jl. gajah mada no. 50 semarapura,SEMARAPURA KELOD KANGIN,KLUNGKUNG,KAB. KLUNGKUNG,BALI,80711,+623665551705,+623665551705
771,PT. GAYUH MEDIA INFORMATIKA,GAYUHNET,Keanggotaan Penyelenggara,ISP,GAYUH.NET.ID,jl. halim perdana kusuma no. 88 rt. 01/05,JURUMUDI,BENDA,TANGERANG,BANTEN,15124,+6285939963133,+622155728597
S1581,POLITEKNIK NEGERI LAMPUNG,POLITEKNIK NEGERI LAMPUNG,Education,-,POLINELA.AC.ID,Jl. Soekarno Hatta No. 10,RAJABASA RAYA,RAJABASA,BANDAR LAMPUNG,LAMPUNG,35141,0721 - 703995,0721-787309
772,PT. SINAR MAS DIRGANTARA,SIMRA NET,Keanggotaan Penyelenggara,ISP,SINARMASDIRGANTARA.CO.ID,"JL. R. MOCH. KAHFI II No. 39
RT. 006/003",CIPEDAK,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,12630,+628114340087,-
S1582,PT. INDOTECHNO DIGITAL KOMPUTASI,INDOTECHNO,Corporate,-,INDOTECHNO.CO.ID,KITREN KG2/550,PRENGGAN,KOTAGEDE,YOGYAKARTA,DI YOGYAKARTA,55172,081328034685,081328034685
S2928,PT. PRO NET MEDIA,PRONET,Corporate,-,PRONETMEDIA.COM,Jl. Lansat No. 5 Lingkungan 4 Sario Manado,SARIO,SARIO,MANADO,SULAWESI UTARA,95114,085240789111,000000
S1583,PT. BIRA JAYA MANDIRI PERKASA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,BIRAHOSTING.COM,"Gedung Leslika Lantai 3, Jl. Raya Lenteng Agung
R. 305 No.101 Rt. 05 Rw. 01",LENTENG AGUNG,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,12630,021-22780803,-
S1584,DINAS KOMUNIKASI INFORMATIKA STATISTIK DAN PERSANDIAN PROVINSI SULSEL,GO.ID,Goverment,-,SULSELPROV.GO.ID,"No 269 Gedung J lantai, Jl. Urip Sumoharjo No.IV, Pampang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",PAMPANG,PANAKKUKANG,MAKASSAR,SULAWESI SELATAN,90231,0411442855,0411453489
S1585,PT. PERKEBUNAN NUSANTARA IV,PTPN IV,QQ,-,WWW.PTPN4.CO.ID,JL. LETJEN SUPRAPTO NO. 2,HAMDAN,MEDAN MAIMUN,MEDAN,SUMATERA UTARA,20151,+62 61 415 4666,-
S1586,PT. MEGAH MANGGALA MANDIRI,MEGAH MANGGALA MANDIRI,QQ,-,MEGAHMANDIRI.CO.ID,Kompleks Perkantoran Ruko City Walk Malibu Blok. J No. 110,CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11710,021-7940911,021-7940912
S1587,YAYASAN PERKEMBANGAN ANAK INDONESIA,MENTARI INTERNATIONAL SCHOOL,QQ,-,MIS.SCH.ID,"Jalan HJ. Jian No. 6, RT. 005, RW. 003",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12150,(021) 72794870,(021) 72794870
S1588,CV. TJAH PERKASA,TJAH PERKASA,QQ,-,TJPERKASA.COM,Ds. Waturoyo I/III Margoyoso Pati 59154,WATUROYO,MARGOYOSO,KAB. PATI,JAWA TENGAH,59154,085742309055,-
S1589,PT. ASURANSI TAKAFUL KELUARGA,TAKAFUL KELUARGA,QQ,-,TAKAFUL.CO.ID,"Jl. Mampang Prpt. Raya No. 100, RT. 5 / RW. 6",TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,(021) 7991234,(021) 7991234
S1590,PT. SANGKAN JAYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,SANGKANWEB.COM,Jl. RAA Martanegara No. 80 Rt. 001 / Rw. 002,TURANGGA,LENGKONG,BANDUNG,JAWA BARAT,40264,0227319885,-
774,PT. IKHLAS CIPTA TEKNOLOGI,INETMEDIA,Keanggotaan Penyelenggara,ISP,IMEDIANET.ID,Jl. Bangka No. 42 A,MAMPANG PRAPATAN,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12720,081287999045,-
S1591,DINAS KOMUNIKASI DAN INFORMATIKA KOTA SAMARINDA,PEMERINTAHAN,QQ,-,WWW.SAMARINDAKOTA.GO.ID,Jalan Balaikota No. 82,BUGIS,SAMARINDA KOTA,SAMARINDA,KALIMANTAN TIMUR,75121,0541-4119483,0541-6523800
775,PT. CHANDRA MEDIA NUSANTARA,CMEDIA,Keanggotaan Penyelenggara,ISP,CMEDIA.NET.ID,"Jl. Kubang Raya, Mahkota Riau 3 Blok A6 No.5",TARAI BANGUN,TAMBANG,KAB. KAMPAR,RIAU,28293,+627616009969,-
S2911,PT. MANDALA DESA WARNANA,MARITIM SPEED,Corporate,-,MANDALANET.CO.ID,Jl Syeh Jangkung No.33,PATI KIDUL,PATI,KAB. PATI,JAWA TENGAH,59114,+622954105100,+62
S1592,SEKOLAH TINGGI TEKNOLOGI KEDIRGANTARAAN,STTKD (SEKOLAH TINGGI TEKNOLOGI KEDIRGANTARAAN),Education,-,STTKD.AC.ID,"Jl. Parangtritis No.KM.4,5, Druwo, Bangunharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta 55187",BANGUNHARJO,SEWON,KAB. BANTUL,DI YOGYAKARTA,55187,0274-418248,0274-4396163
777,PT. SIGNAL INDO SUKSES,CORE.NET,Keanggotaan Penyelenggara,ISP,CORE.NET.ID,JL. RAO NO. 4-5,MANDAILING,TEBING TINGGI KOTA,TEBING TINGGI,SUMATERA UTARA,20626,+626162008800,+626162008800
S1593,PT. COLO MEDIA NETINDO,COLO MEDIA NETINDO,Corporate,-,COLO.ID,"Gateway Apartemen, SB LG1 - 07 RT. 001/008
Bandung",PADASUKA,CIBEUNYING KIDUL,BANDUNG,JAWA BARAT,40125,022-87273834,022-87273834
S1595,PT. NUSANTARA TEKNOLOGI SEMESTA,NUSATEKNOLOGI,Corporate,-,NUSATEKNOLOGI.COM,KOTA WISATA RUKO SENTRA EROPA BLOK. B/17,CIANGSANA,GUNUNG PUTRI,KAB. BOGOR,JAWA BARAT,16968,+622122851075,+622122851075
S1596,CV. E-SMART B,BUANTER,Corporate,-,BUANTERNET.ID,"DUSUN KRAJAN
Kel. Sumberkencono, Kec. Wongsorejo, Kab. Banyuwangi
Prop. Jawa Timur",Sumberkencono,Wongsorejo,Kab. Banyuwangi,JAWA TIMUR,68417,+6282337442346,+62
S1597,PT. DATA NUSANTARA ADHIKARYA,DNA,QQ,-,DATANUSANTARA.COM,"Graha Simatupang Tower 2 B Lt. 2, Jl. TB Simatupang Kav. 38",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,021-7517500,021-7517501
S1598,PT. GALUH NETWORK GROUP,GALUH NETWORK,Corporate,-,GALUHNETWORK.CO.ID,"JL. R. A. Kusumadiningrat
Komplek Permata Galuh I
No. B-4 Jambansari, Ciamis",CIAMIS,CIAMIS,KAB. CIAMIS,JAWA BARAT,46211,02657579426,02657579426
S1600,PT. AINTHISAR MEDIA TEKNOLOGI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,AINTHOST.COM,Jl. Pangkalan Jati I A No. 09 Rt. 004 / Rw. 013,CIPINANG MELAYU,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,13620,087886772343,-
S1601,PT. ZOOM INFOTEK TELESINDO,ZOOM INFOTEK TELESINDO,Corporate,-,TOKOZOOM.COM,"Jl. KHR Abdullah Bin M. Nuh No. 136
Ruko Taman, Yasmin Sektor VI, Curug Mekar, Bogor Barat",CURUGMEKAR,BOGOR BARAT,BOGOR,JAWA BARAT,16113,0251-7540292,-
S1602,OMBUDSMAN REPUBLIK INDONESIA,OMBUDSMAN,Goverment,-,OMBUDSMAN.GO.ID,Jl. HR. Rasuna Said Kav. C-19 Kuningan,KARET,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12920,+622122513737,+622152960907
S1603,CV. GEMA EKA REKADAYA SEMESTA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,GERSHOSTING.COM,Jl. Mampang Prapatan Raya No. 73 A Rt. 010 Rw. 002,TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,021-7939323,-
S1604,PT. MITRA SISTEMATIKA GLOBAL,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MITRASISTEMATIKA.COM,Jl. Tanah Abang III No. 14,PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10160,021-3502247,-
S1605,PT. WAWASAN GLOBAL TECHNOLOGY,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,WGTHOSTING.COM,Puri Sentra Niaga Blok. B No. 37,CIPINANG MELAYU,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,13620,0218629008,-
S1606,CV. SINAR PERTIWI PERKASA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,SPP.MY.ID,"Jl. Lapangan Tembak Ruko Cibubur Indah Blok. A, No. 19, Rt. 002 / Rw. 011",CIBUBUR,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,13720,085773848445,-
S1607,PT. PERUSAHAAN GAS NEGARA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PGN.MY.ID,"Jl. KH Zainul Arifin No. 20, RT. 8 / RW. 7",PETOJO UTARA,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10130,087776287192,-
S1608,DINAS KOMUNIKASI INFORMATIKA STATISTIK DAN PERSANDIAN KOTA PALANGKA RAYA,GOVERNMENT,QQ,-,PALANGKARAYA.GO.ID,"Jalan Tjilik Riwut Km. 5,5 No. 98",BUKIT TUNGGAL,JEKAN RAYA,PALANGKA RAYA,KALIMANTAN TENGAH,73112,(0536) 3231542,(0356) 3231539
S1610,PT. HABLUN CITRAMAS PERSADA,JASA KONSTRUKSI,Corporate,-,HABLUNCITRAMASPERSADA.COM,JL. PROF. M. YAMIN NO. 17 G KARANGKLESEM PURWOKERTO SELATAN 53144,KARANGKLESEM,PURWOKERTO SELATAN,KAB. BANYUMAS,JAWA TENGAH,53144,0281-621489,0281-621489
780,PT. ACCES PRIMA NUSANTARA,APRIN,Keanggotaan Penyelenggara,ISP,APRIN.NET.ID,Vila Kencana Cikarang Blok. P14/30,KARANGSENTOSA,KARANGBAHAGIA,KAB. BEKASI,JAWA BARAT,17530,+6281211111465,+62
0872,PT. KINGPOLAH NETWORK SOLUTIONS,KINGPOLAHNETWORK,Keanggotaan Penyelenggara,ISP,KINGPOLAHNETWORK.CO.ID,"DSN. RAJAPOLAH RT. 001/004, DS. CIASEM BARU, CIASEM",CIASEM BARU,CIASEM,KAB. SUBANG,JAWA BARAT,41256,0260 7515217,0260 7515217
S1612,INSTITUT TEKNOLOGI KALIMANTAN,INSTITUT TEKNOLOGI KALIMANTAN,Education,-,ITK.AC.ID,"Kampus ITK, Jl. Soekarno Hatta",KARANG JOANG,BALIKPAPAN UTARA,BALIKPAPAN,KALIMANTAN TIMUR,76127,542 8530800,-
S1613,CV. MAMURA SARANA MEDIA,MAMURA SARANA MEDIA,Corporate,-,MAMURA.NET,"Jl, Purwantoro-Pakisbaru km.7
Miri, Kismantoro, Wonogiri
Jawa Tengah, 57696",MIRI,KISMANTORO,KAB. WONOGIRI,JAWA TENGAH,57696,08112538223,-
